fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
Steve Cantwell,75,1986-12-08,3.63,0.65,34.0,30.0,5.76,80.0,55.0,0.7,7,6,0,187.96,0,0,6
Jared Cannonier,77,1984-03-16,4.68,0.44,52.0,42.0,4.13,63.0,59.0,0.0,17,6,0,180.34,0,0,16
Guido Cannetti,68,1979-12-19,3.44,2.27,55.0,55.0,2.84,64.0,51.0,0.4,10,8,0,167.64000000000001,0,0,10
Luiz Cane,77,1981-04-24,4.79,0.56,41.0,28.0,5.0,100.0,60.0,0.3,17,7,0 ,187.96,0,0,9
Carlos Candelario,68,1991-06-04,3.97,2.28,46.0,36.0,5.17,53.0,44.0,0.3,8,3,0,172.72,0,0,2
Chico Camus,66,1985-01-26,2.58,0.77,41.0,40.0,2.46,72.0,64.0,0.4,17,7,0 ,167.64000000000001,0,0,8
Aleksa Camur,74,1995-09-25,4.73,0.46,57.0,22.0,4.26,50.0,54.0,0.0,6,3,0,185.42,0,0,4
Will Campuzano,70,1986-05-27,2.43,0.88,31.0,45.0,3.82,48.0,57.0,0.2,14,6,0,175.26,0,0,4
Wagner Campos,,1981-07-31,1.54,2.71,41.0,100.0,2.53,0.0,51.0,0.0,12,10,0,167.64000000000001,0,0,1
Charlie Campbell,72,1995-07-03,11.03,0.0,54.0,0.0,5.42,100.0,60.0,0.0,8,2,0,182.88,0,0,1
Shane Campbell,71,1987-01-21,3.99,1.36,59.0,28.0,3.19,82.0,55.0,0.0,14,6,0,182.88,0,0,5
Brian Camozzi,78,1991-06-24,3.15,0.0,26.0,0.0,6.39,0.0,54.0,0.7,7,5,0,187.96,0,0,3
Chris Camozzi,75,1986-11-20,3.57,0.27,44.0,19.0,2.96,57.0,56.0,0.5,24,13,0,187.96,0,0,19
Fabricio Camoes,71,1978-12-23,1.29,2.34,33.0,32.0,1.85,20.0,61.0,1.5,14,9,1,177.8,0,0,6
Frank Camacho,73,1989-05-18,6.56,1.11,46.0,31.0,7.44,73.0,51.0,0.0,22,10,0,177.8,0,0,8
Cynthia Calvillo,64,1987-07-13,4.41,1.8,38.0,44.0,4.12,77.0,64.0,0.8,9,6,1,162.56,0,0,13
Priscila Cachoeira,65,1988-08-19,4.12,0.18,43.0,33.0,7.13,65.0,45.0,0.0,12,5,0,170.18,0,0,9
Vince Cachero,68,1989-11-07,3.29,0.0,45.0,0.0,6.51,18.0,43.0,0.5,7,4,0,167.64000000000001,0,0,2
Alex Caceres,73,1988-06-20,4.16,0.56,50.0,68.0,2.93,64.0,63.0,0.7,21,14,0 ,177.8,0,0,29
Yan Cabral,73,1983-05-13,2.02,2.89,47.0,35.0,1.98,37.0,62.0,1.2,13,3,0,180.34,0,0,5
Steve Byrnes,,,1.2,3.0,51.0,60.0,2.67,0.0,27.0,4.0,6,1,0,182.88,0,0,1
Charles Byrd,73,1983-10-11,3.43,2.5,55.0,50.0,2.63,40.0,55.0,1.5,10,7,0,177.8,0,0,4
Dennis Buzukja,70,1997-10-01,3.29,1.0,43.0,30.0,4.71,73.0,41.0,0.3,8,3,0,175.26,0,0,1
JP Buys,67,1996-04-30,1.88,1.55,39.0,25.0,3.02,25.0,40.0,2.3,9,6,0,165.1,0,0,4
Jesse Butler,73,1992-05-24,2.61,0.0,14.0,0.0,7.83,0.0,40.0,0.0,12,5,0,177.8,0,0,1
Murilo Bustamante,,1966-07-30,1.33,2.46,32.0,33.0,1.9,54.0,60.0,1.2,15,8,1,187.96,0,0,4
Dakota Bush,73,1994-06-09,2.77,2.4,38.0,33.0,4.42,0.0,41.0,0.0,8,4,0,177.8,0,0,2
Bubba Bush,,1985-07-24,0.63,2.82,55.0,50.0,7.01,60.0,25.0,0.0,8,3,0 ,182.88,0,0,2
Nah-Shon Burrell,,1990-02-05,4.83,0.0,47.0,0.0,3.45,52.0,56.0,0.3,15,7,0 ,180.34,0,0,2
Herbert Burns,73,1988-02-02,1.61,3.92,51.0,75.0,4.74,60.0,30.0,3.3,11,4,0,175.26,0,0,4
Gilbert Burns,71,1986-07-20,3.36,1.95,48.0,35.0,3.34,47.0,54.0,0.5,22,6,0,177.8,0,0,21
Kevin Burns,74,1980-03-03,2.74,0.28,38.0,50.0,4.3,47.0,52.0,0.8,12,7,0,177.8,0,0,5
Mads Burnell,69,1994-03-06,1.28,3.45,41.0,47.0,2.71,22.0,51.0,0.4,9,3,0,172.72,0,0,3
Joshua Burkman,72,1980-04-10,2.69,2.53,43.0,36.0,3.13,72.0,51.0,0.3,28,16,0 ,177.8,0,0,19
Shane Burgos,75,1991-03-19,7.4,0.43,52.0,44.0,6.78,91.0,56.0,0.4,15,3,0,180.34,0,0,11
Modestas Bukauskas,78,1994-02-10,3.46,0.0,40.0,0.0,4.13,75.0,48.0,0.0,15,5,0,190.5,0,0,6
Paul Buentello,77,1974-01-16,3.29,0.19,45.0,33.0,3.83,39.0,52.0,0.4,35,17,0,187.96,0,0,6
Mayra Bueno Silva,66,1991-08-22,4.16,0.35,54.0,50.0,4.71,68.0,57.0,1.6,10,2,1 ,167.64000000000001,0,0,9
Martin Buday,77,1991-11-11,5.62,0.3,52.0,50.0,5.4,100.0,55.0,0.3,13,1,0,193.04,0,0,4
Joaquin Buckley,76,1994-04-27,3.87,1.51,33.0,36.0,3.31,65.0,57.0,0.0,17,6,0,177.8,0,0,11
Justin Buchholz,73,1983-08-22,2.35,0.0,26.0,0.0,4.14,33.0,51.0,0.8,15,10,0,182.88,0,0,5
Lukasz Brzeski,78,1992-05-17,5.08,0.64,48.0,50.0,3.46,42.0,57.0,0.6,8,4,1 ,193.04,0,0,3
Josh Bryant,,1980-04-23,1.1,0.0,20.0,0.0,6.1,0.0,43.0,0.0,15,4,0,177.8,0,0,1
Derek Brunson,77,1984-01-04,3.51,3.14,47.0,33.0,3.05,85.0,51.0,0.6,23,9,0,185.42,0,0,21
Fernando Bruno,,1982-02-24,1.75,2.02,39.0,22.0,1.78,56.0,48.0,0.5,15,4,0,167.64000000000001,0,0,2
Steve Bruno,,1981-11-03,0.96,1.94,52.0,25.0,3.38,46.0,36.0,0.4,15,6,0,177.8,0,0,3
Cody Brundage,72,1994-05-16,1.69,2.51,54.0,50.0,2.52,73.0,43.0,1.1,9,5,0,182.88,0,0,7
Jules Bruchez,,1977-08-16,0.69,0.0,50.0,0.0,5.52,0.0,46.0,0.0,1,2,0,182.88,0,0,1
Junie Browning,,1984-05-12,3.76,3.53,48.0,66.0,1.76,0.0,66.0,3.5,5,6,0,175.26,0,0,2
Travis Browne,79,1982-07-17,2.93,1.21,41.0,68.0,4.31,75.0,42.0,0.2,18,7,1,198.12,0,0,17
Humberto Brown Morrison,,1984-11-03,1.71,1.43,50.0,25.0,2.19,0.0,62.0,0.0,4,6,0,177.8,0,0,1
TJ Brown,72,1990-05-22,3.37,3.41,44.0,57.0,2.89,36.0,49.0,1.3,17,11,0,175.26,0,0,8
Damien Brown,68,1984-12-25,3.66,0.68,38.0,27.0,4.86,53.0,50.0,0.7,17,12,0,177.8,0,0,6
Randy Brown,78,1990-07-08,4.38,0.8,47.0,39.0,3.33,74.0,54.0,0.5,17,5,0,190.5,0,0,16
Todd Brown,,1976-12-13,2.15,0.0,45.0,0.0,3.85,50.0,48.0,0.0,16,4,0 ,180.34,0,0,2
Mike Brown,70,1975-09-08,2.98,3.23,44.0,40.0,2.45,66.0,60.0,0.6,26,9,0,167.64000000000001,0,0,6
Matt Brown,75,1981-01-10,3.76,1.68,55.0,46.0,2.92,63.0,55.0,1.3,26,19,0,182.88,0,0,30
Rob Broughton,74,1983-03-03,2.83,0.0,60.0,0.0,2.54,26.0,51.0,3.2,16,7,1,187.96,0,0,3
Jarred Brooks,62,1993-05-02,2.12,4.54,46.0,57.0,1.66,69.0,62.0,0.6,13,2,0,160.02,0,0,4
Will Brooks,72,1986-10-08,4.26,2.08,59.0,51.0,2.54,82.0,56.0,0.3,18,4,0,177.8,0,0,4
Jonathan Brookins,74,1985-08-13,2.69,1.94,39.0,17.0,3.63,80.0,56.0,0.3,16,10,0,182.88,0,0,5
Joanderson Brito,72,1995-02-11,4.02,3.89,52.0,72.0,2.92,0.0,50.0,0.5,15,3,1,172.72,0,0,4
Henry Briones,69,1980-10-22,3.47,0.0,42.0,0.0,4.68,52.0,53.0,0.6,16,8,1,172.72,0,0,5
Aaron Brink,,1974-11-12,3.49,0.0,42.0,0.0,5.71,0.0,57.0,0.0,26,26,0 ,190.5,0,0,1
Marcus Brimage,71,1985-04-06,3.97,0.56,35.0,100.0,3.64,80.0,56.0,0.0,7,7,0,162.56,0,0,8
Jason Brilz,71,1975-07-07,2.66,2.37,40.0,25.0,1.78,25.0,65.0,1.3,22,6,1,180.34,0,0,7
Charlie Brenneman,70,1981-02-09,1.52,4.23,56.0,42.0,1.55,72.0,46.0,0.0,19,8,0,177.8,0,0,11
Chris Brennan,,1971-10-12,0.6,0.0,40.0,0.0,0.97,25.0,50.0,2.1,21,13,1,172.72,0,0,3
Elves Brener,72,1997-09-27,4.74,1.06,46.0,20.0,5.48,85.0,53.0,0.0,15,3,0,177.8,0,0,2
Tom Breese,73,1991-09-26,3.34,0.0,50.0,0.0,2.81,70.0,60.0,1.1,12,3,0,190.5,0,0,8
Mike Breeden,70,1989-04-21,5.75,0.98,45.0,30.0,7.28,67.0,42.0,0.0,11,6,0,177.8,0,0,4
Martin Bravo,71,1993-09-21,7.66,2.6,39.0,35.0,5.72,85.0,51.0,0.0,11,3,0,172.72,0,0,4
Bruna Brasil,65,1993-09-07,3.44,1.86,68.0,66.0,3.94,53.0,53.0,0.0,9,3,1,167.64000000000001,0,0,2
Diego Brandao,64,1987-05-27,2.94,3.21,47.0,68.0,3.38,80.0,62.0,0.6,22,11,0,170.18,0,0,10
David Branch,78,1981-09-26,1.66,2.55,39.0,32.0,1.91,43.0,56.0,0.0,22,6,0,185.42,0,0,9
Joe Brammer,,1983-08-23,2.15,0.81,31.0,50.0,2.8,50.0,56.0,0.0,7,3,1,172.72,0,0,2
Ramiz Brahimaj,72,1992-11-17,2.47,1.9,41.0,66.0,4.08,58.0,50.0,2.4,10,4,0,177.8,0,0,4
Ebenezer Fontes Braga,,1969-04-14,2.42,0.0,50.0,0.0,0.42,90.0,71.0,0.6,13,7,2,182.88,0,0,1
Sean Brady,72,1992-11-23,4.17,2.8,53.0,50.0,3.86,87.0,62.0,0.8,15,1,0,177.8,0,0,6
Paul Bradley,,1983-06-13,2.26,1.12,32.0,16.0,4.13,100.0,56.0,0.0,23,8,0 ,175.26,0,0,2
Kyle Bradley,71,1982-08-19,1.99,0.65,40.0,50.0,3.45,40.0,58.0,0.0,19,12,0 ,175.26,0,0,4
Roger Bowling,68,1982-12-05,3.9,3.09,47.0,43.0,3.86,27.0,51.0,0.9,12,6,0 ,175.26,0,0,3
Brian Bowles,70,1980-06-22,2.36,1.39,26.0,70.0,2.98,54.0,64.0,1.4,10,3,0,170.18,0,0,4
Poliana Botelho,67,1988-12-15,2.9,0.85,58.0,57.0,2.8,76.0,54.0,0.0,8,5,0,172.72,0,0,7
Steve Bosse,72,1981-07-29,5.99,0.92,52.0,33.0,5.38,100.0,50.0,0.0,12,2,0,180.34,0,0,3
Tanner Boser,75,1991-08-02,4.7,0.0,52.0,0.0,2.75,63.0,58.0,0.0,21,10,1,187.96,0,0,10
Viacheslav Borshchev,69,1992-01-08,4.63,0.0,57.0,0.0,3.44,35.0,56.0,0.0,7,3,0,180.34,0,0,4
Caio Borralho,75,1993-01-16,2.59,2.63,61.0,66.0,1.86,57.0,59.0,0.7,14,1,0 ,177.8,0,0,4
Ray Borg,63,1993-08-04,1.52,3.89,52.0,50.0,1.93,46.0,48.0,1.0,13,5,0,162.56,0,0,12
Rogerio Bontorin,67,1992-04-25,2.63,2.9,52.0,60.0,3.27,51.0,50.0,1.0,16,4,0 ,165.1,0,0,6
Stephan Bonnar,79,1977-04-04,2.76,1.32,38.0,40.0,3.01,60.0,52.0,1.0,15,9,0,193.04,0,0,15
Jesse Bongfeldt,,1980-08-28,2.91,1.51,62.0,33.0,1.01,33.0,50.0,0.0,16,5,1,182.88,0,0,2
Ismael Bonfim,71,1995-12-28,4.91,1.11,57.0,28.0,2.66,81.0,76.0,0.0,19,4,0,172.72,0,0,2
Gabriel Bonfim,72,1997-08-20,6.08,4.8,37.0,100.0,4.8,100.0,66.0,7.2,15,0,0,185.42,0,0,2
Denys Bondar,69,1992-06-27,4.89,2.75,45.0,50.0,6.42,62.0,56.0,0.0,16,5,0,167.64000000000001,0,0,2
Gaston Bolanos,69,1992-09-14,4.2,0.0,49.0,0.0,1.13,40.0,56.0,0.0,7,3,0,170.18,0,0,1
Mandy Bohm,71,1989-07-30,2.51,0.72,45.0,18.0,3.24,75.0,60.0,0.7,8,2,0 ,170.18,0,0,3
Roman Bogatov,73,1990-12-15,3.33,1.0,42.0,9.0,4.4,50.0,44.0,0.0,10,1,0,172.72,0,0,1
Galore Bofando,72,1982-05-22,3.63,2.37,45.0,100.0,3.63,50.0,54.0,0.0,5,3,0,180.34,0,0,2
Tim Boetsch,74,1981-01-28,2.93,1.45,50.0,34.0,2.9,59.0,57.0,0.8,21,13,0,182.88,0,0,24
James Bochnovic,81,1989-02-13,0.65,0.0,26.0,0.0,3.64,0.0,21.0,0.0,8,3,0,193.04,0,0,2
Kyle Bochniak,70,1987-02-05,2.63,1.14,31.0,15.0,5.11,62.0,58.0,0.0,8,5,0,170.18,0,0,7
Mark Bocek,75,1981-10-24,2.34,3.65,43.0,36.0,2.32,31.0,60.0,1.3,12,5,0,172.72,0,0,13
Dan Bobish,,1970-01-26,2.06,2.44,44.0,42.0,1.74,0.0,34.0,1.6,17,9,0,187.96,0,0,2
Byron Bloodworth,,1983-08-16,1.82,0.0,28.0,0.0,5.18,0.0,50.0,0.0,6,3,0,172.72,0,0,2
Tereza Bleda,71,2001-11-30,3.02,1.81,53.0,27.0,1.86,83.0,46.0,0.7,7,1,0,175.26,0,0,2
Curtis Blaydes,80,1991-02-18,3.56,5.93,49.0,53.0,1.89,33.0,59.0,0.0,17,4,0 ,193.04,0,0,17
Maximo Blanco,71,1983-10-16,4.11,1.85,44.0,36.0,3.19,63.0,66.0,0.3,12,8,1 ,172.72,0,0,9
Erin Blanchfield,66,1999-05-04,5.58,2.86,52.0,36.0,3.32,83.0,62.0,1.2,12,1,0,162.56,0,0,6
Da'Mon Blackshear,72,1994-08-12,4.28,2.34,47.0,37.0,4.09,66.0,48.0,0.8,14,6,1,177.8,0,0,5
Brad Blackburn,73,1977-05-25,4.55,0.93,35.0,50.0,3.59,76.0,65.0,0.7,18,13,1 ,177.8,0,0,5
Jason Black,,1972-07-15,1.06,0.48,47.0,33.0,2.6,28.0,45.0,6.2,23,4,1,172.72,0,0,2
Jan Blachowicz,78,1983-02-24,3.41,1.09,50.0,50.0,2.91,68.0,53.0,0.3,29,10,1,187.96,0,0,20
Michael Bisping,75,1979-02-28,4.33,1.05,38.0,43.0,2.71,63.0,65.0,0.3,30,9,0,185.42,0,0,29
Anthony Birchak,69,1986-05-16,3.93,0.48,36.0,14.0,3.67,61.0,56.0,0.5,16,8,0,172.72,0,0,6
Blake Bilder,68,1990-07-12,4.96,0.45,50.0,10.0,4.54,100.0,56.0,0.9,8,1,1,172.72,0,0,2
David Bielkheden,71,1979-06-06,1.11,2.65,57.0,63.0,1.64,14.0,54.0,0.0,24,12,0,177.8,0,0,3
Bibulatov Magomed,65,1988-08-22,3.6,2.85,51.0,40.0,1.83,75.0,52.0,0.0,14,2,0,165.1,0,0,3
KB Bhullar,78,1991-10-12,4.31,0.0,49.0,0.0,5.39,0.0,45.0,0.0,8,2,0,193.04,0,0,2
Arjan Bhullar,75,1986-05-13,2.33,1.73,56.0,75.0,3.25,100.0,59.0,0.0,9,1,0,185.42,0,0,4
Matt Bessette,70,1984-12-28,4.36,0.64,41.0,28.0,4.45,61.0,58.0,0.3,22,9,0 ,177.8,0,0,2
Allen Berube,,1974-08-25,0.92,6.87,80.0,100.0,0.92,0.0,33.0,3.4,4,3,0,172.72,0,0,1
Talita Bernardo,68,1987-03-04,3.12,1.62,42.0,22.0,4.04,28.0,55.0,0.5,6,4,0,162.56,0,0,4
Manny Bermudez,71,1994-07-16,2.92,3.06,61.0,54.0,2.68,0.0,46.0,3.1,14,2,0,177.8,0,0,5
Dennis Bermudez,66,1986-12-13,4.42,3.89,46.0,40.0,3.07,82.0,59.0,1.1,17,9,0,167.64000000000001,0,0,17
Keith Berish,,1985-11-14,3.58,1.76,36.0,40.0,4.81,0.0,62.0,0.0,5,1,0 ,182.88,0,0,2
Steve Berger,,1973-05-20,1.0,0.84,27.0,40.0,3.26,16.0,36.0,1.7,21,23,2 ,180.34,0,0,3
Ryan Benoit,68,1989-08-25,2.88,0.28,39.0,22.0,3.65,72.0,58.0,0.4,10,8,0,165.1,0,0,9
Lance Benoist,72,1988-08-26,3.68,1.5,51.0,33.0,2.7,61.0,56.0,0.0,7,2,0,180.34,0,0,4
DeAnna Bennett,68,1984-11-18,3.13,0.0,58.0,0.0,3.27,0.0,58.0,1.0,8,3,1,162.56,0,0,1
Gabriel Benitez,71,1988-06-15,4.79,0.27,41.0,50.0,4.05,58.0,65.0,1.1,23,11,0,172.72,0,0,13
Joseph Benavidez,65,1984-07-31,3.52,1.41,34.0,30.0,2.67,62.0,61.0,0.6,28,8,0,162.56,0,0,21
Marco Beltran,69,1986-05-18,2.07,0.7,37.0,50.0,1.93,46.0,63.0,0.2,8,6,0,172.72,0,0,6
Joey Beltran,75,1981-12-08,4.92,0.48,36.0,18.0,5.27,75.0,54.0,0.0,17,14,0 ,185.42,0,0,10
Danilo Belluardo,74,1994-07-21,1.52,3.5,61.0,100.0,4.79,50.0,41.0,0.0,12,5,0,182.88,0,0,2
Vitor Belfort,74,1977-04-01,1.59,1.02,46.0,60.0,2.83,53.0,50.0,0.6,26,14,0 ,182.88,0,0,26
Alan Belcher,75,1984-04-24,2.7,0.44,41.0,26.0,3.1,55.0,59.0,0.9,18,8,0,187.96,0,0,15
Diana Belbita,68,1996-06-26,6.59,0.97,42.0,62.0,6.43,69.0,51.0,0.0,15,8,0,170.18,0,0,6
Mirsad Bektic,70,1991-02-16,2.43,3.98,41.0,52.0,1.8,92.0,57.0,0.4,13,4,0,172.72,0,0,10
Rolando Bedoya,74,1997-01-13,8.7,0.0,55.0,0.0,6.83,0.0,52.0,0.0,14,3,0,180.34,0,0,2
Johnny Bedford,71,1983-01-06,4.53,1.83,50.0,62.0,1.75,62.0,63.0,0.0,21,13,1 ,177.8,0,0,6
Ariel Beck,66,1990-09-16,4.44,0.0,34.0,0.0,4.31,0.0,64.0,0.0,4,5,0,167.64000000000001,0,0,1
Chris Beal,69,1985-08-06,3.45,1.6,35.0,58.0,3.18,78.0,61.0,0.2,10,5,0,170.18,0,0,5
Mario Bautista,69,1993-07-01,5.32,2.72,51.0,50.0,4.2,56.0,53.0,1.3,13,2,0,175.26,0,0,9
Alan Baudot,79,1988-02-01,5.36,0.0,58.0,0.0,4.82,62.0,46.0,0.0,8,3,0 ,190.5,0,0,4
Bryan Battle,77,1994-09-21,4.52,0.94,54.0,25.0,3.73,45.0,42.0,0.6,11,2,0,185.42,0,0,6
Michel Batista,,1984-04-20,0.0,6.72,0.0,50.0,4.03,0.0,40.0,0.0,4,1,0 ,190.5,0,0,1
Shayna Baszler,,1980-08-08,2.49,0.67,30.0,18.0,6.36,44.0,51.0,1.3,15,11,0,170.18,0,0,2
Stephen Bass,,1982-11-14,4.87,0.0,52.0,0.0,5.87,0.0,55.0,0.0,11,2,0,175.26,0,0,1
Farid Basharat,71,1997-08-02,5.2,3.5,63.0,53.0,2.34,83.0,58.0,0.4,11,0,0,172.72,0,0,2
Javid Basharat,69,1995-09-07,5.65,2.09,61.0,50.0,2.5,85.0,63.0,0.2,14,0,0 ,175.26,0,0,4
Enrique Barzola,70,1989-04-28,3.91,4.2,41.0,45.0,2.97,66.0,68.0,0.3,17,5,2,170.18,0,0,10
Dean Barry,72,1992-07-03,9.31,0.0,40.0,0.0,4.66,100.0,51.0,0.0,4,2,0,177.8,0,0,1
Pat Barry,74,1979-07-07,2.72,0.0,52.0,0.0,3.54,76.0,59.0,0.2,8,7,0,180.34,0,0,12
Francimar Barroso,75,1980-02-28,2.77,2.22,52.0,24.0,3.07,83.0,59.0,0.0,19,7,0 ,185.42,0,0,9
Alexandre Barros,,1976-11-19,0.98,1.84,40.0,50.0,4.05,100.0,36.0,0.0,22,11,0,175.26,0,0,1
Marc-Andre Barriault,74,1990-02-18,5.95,0.24,47.0,25.0,5.22,67.0,53.0,0.1,16,6,0 ,185.42,0,0,11
Peter Barrett,73,1986-08-10,4.18,1.39,61.0,22.0,4.32,66.0,42.0,0.0,11,5,0,177.8,0,0,2
Dan Barrera,,1980-12-23,0.8,1.0,70.0,8.0,1.2,0.0,28.0,0.0,3,1,0,175.26,0,0,1
Phil Baroni,72,1976-04-16,2.77,1.46,45.0,47.0,3.93,60.0,40.0,0.5,15,18,0,175.26,0,0,10
David Baron,,1973-02-15,1.17,0.0,30.0,0.0,2.1,14.0,56.0,0.7,17,4,1,167.64000000000001,0,0,1
Chris Barnett,75,1986-06-14,4.41,0.0,48.0,0.0,5.87,33.0,40.0,0.0,23,8,0,175.26,0,0,4
Josh Barnett,78,1977-11-10,3.2,1.26,50.0,55.0,2.11,55.0,57.0,1.4,35,8,0,190.5,0,0,10
Luke Barnatt,77,1988-04-13,4.43,0.63,36.0,42.0,3.87,63.0,59.0,0.4,13,4,0,198.12,0,0,6
Daniel Barez,66,1988-12-10,3.8,4.07,53.0,31.0,5.32,91.0,55.0,1.6,16,6,0,167.64000000000001,0,0,1
Raoni Barcelos,67,1987-05-01,5.38,1.8,51.0,37.0,5.03,90.0,61.0,0.4,17,5,0,170.18,0,0,10
Edson Barboza,75,1986-01-21,4.18,0.48,45.0,50.0,4.34,75.0,57.0,0.1,24,11,0,180.34,0,0,29
Bryan Barberena,72,1989-05-03,5.53,0.14,48.0,22.0,4.74,49.0,44.0,0.3,18,11,0,182.88,0,0,18
Maycee Barber,65,1998-05-18,4.6,1.14,52.0,35.0,2.72,45.0,54.0,0.1,13,2,0,165.1,0,0,10
Renan Barao,70,1987-01-31,3.78,1.49,36.0,41.0,3.9,91.0,57.0,0.5,34,9,0 ,167.64000000000001,0,0,17
Antonio Banuelos,63,1979-09-23,2.69,1.62,33.0,62.0,3.15,86.0,58.0,0.4,20,11,1,165.1,0,0,1
Shauna Bannon,65,1993-10-23,3.6,0.0,37.0,0.0,3.73,33.0,37.0,0.0,5,1,0,165.1,0,0,1
Tae Hyun Bang,71,1983-04-15,2.72,0.49,38.0,33.0,2.07,57.0,66.0,0.5,18,10,0,175.26,0,0,5
Humberto Bandenay,71,1994-09-04,2.22,2.9,41.0,46.0,4.79,62.0,41.0,0.5,14,7,0 ,180.34,0,0,4
Marcin Bandel,,1989-10-10,0.79,0.0,50.0,0.0,5.26,0.0,23.0,0.0,15,7,0,177.8,0,0,2
Oluwale Bamgbose,78,1987-08-04,2.45,0.94,48.0,33.0,2.7,37.0,55.0,0.0,6,4,0,180.34,0,0,5
Shamar Bailey,75,1982-09-22,1.56,1.5,20.0,33.0,3.91,37.0,69.0,0.0,16,11,0,175.26,0,0,3
Ignacio Bahamondes,75,1997-08-27,6.97,0.0,46.0,0.0,4.36,85.0,57.0,0.4,14,5,0,190.5,0,0,5
Siyar Bahadurzada,73,1984-04-17,2.91,1.32,40.0,61.0,3.23,62.0,49.0,0.3,24,8,1,180.34,0,0,8
Melsik Baghdasaryan,70,1992-01-28,5.28,0.0,61.0,0.0,3.06,72.0,58.0,0.0,8,2,0,175.26,0,0,4
Mehdi Baghdad,,1985-04-13,3.13,0.0,30.0,0.0,4.56,33.0,46.0,0.0,11,5,0,185.42,0,0,2
Ali Bagautinov,65,1985-06-10,2.85,2.51,42.0,36.0,3.09,65.0,52.0,0.3,15,6,0,162.56,0,0,7
Miguel Baeza,74,1992-08-23,4.88,0.44,49.0,28.0,5.1,100.0,53.0,1.8,10,3,0,187.96,0,0,6
Izabela Badurek,,1991-07-11,3.74,1.75,71.0,12.0,4.9,100.0,32.0,0.0,6,3,0,165.1,0,0,1
Ryan Bader,74,1983-06-07,2.82,3.37,43.0,44.0,1.39,80.0,71.0,0.4,23,5,0,187.96,0,0,20
Seth Baczynski,75,1981-10-26,3.08,0.89,31.0,16.0,3.14,48.0,51.0,0.8,20,14,0,190.5,0,0,11
Niklas Backstrom,,1989-08-22,1.12,2.92,41.0,80.0,3.65,72.0,40.0,2.2,11,3,0 ,185.42,0,0,3
Ottman Azaitar,71,1990-02-20,5.73,0.0,51.0,0.0,4.96,100.0,48.0,0.0,13,2,0,172.72,0,0,4
Abu Azaitar,76,1986-03-10,4.38,1.0,43.0,37.0,4.32,42.0,51.0,0.0,14,4,1,175.26,0,0,3
Jessin Ayari,73,1992-05-31,3.53,0.0,37.0,0.0,3.59,50.0,58.0,0.3,16,6,0,182.88,0,0,4
Julia Avila,68,1988-05-11,3.18,0.67,44.0,33.0,2.86,61.0,55.0,0.3,9,2,0,170.18,0,0,4
Chris Avila,,1993-01-16,2.37,0.0,30.0,0.0,4.17,46.0,48.0,0.0,5,4,0,177.8,0,0,2
Marcus Aurelio,74,1973-08-18,1.42,1.69,33.0,27.0,2.27,27.0,59.0,1.3,22,10,0,177.8,0,0,6
Pat Audinwood,,1986-04-16,1.17,0.8,12.0,50.0,4.31,0.0,41.0,0.0,11,2,1,182.88,0,0,2
Olivier Aubin-Mercier,70,1989-02-23,2.48,2.36,51.0,33.0,2.97,70.0,55.0,0.5,11,5,0,175.26,0,0,12
Rich Attonito,72,1977-06-16,2.28,0.74,47.0,37.0,2.13,75.0,59.0,0.0,10,5,0,177.8,0,0,5
Raphael Assuncao,66,1982-07-19,3.22,1.65,42.0,39.0,2.5,78.0,66.0,0.2,28,10,0,165.1,0,0,19
Junior Assuncao,72,1981-06-24,3.31,2.43,62.0,24.0,2.06,66.0,44.0,0.7,16,6,0,175.26,0,0,5
Tom Aspinall,78,1993-04-11,7.65,3.7,66.0,100.0,2.9,100.0,65.0,1.9,13,3,0,195.57999999999998,0,0,7
Ben Askren,73,1984-07-18,3.64,4.33,49.0,55.0,5.66,0.0,36.0,0.9,19,2,0 ,180.34,0,0,3
Scott Askham,75,1988-05-20,3.03,0.44,46.0,18.0,3.52,65.0,52.0,0.7,14,4,0,190.5,0,0,6
Khusein Askhabov,69,1995-02-13,2.0,0.0,26.0,0.0,4.13,66.0,56.0,0.0,23,1,0,172.72,0,0,1
Cyril Asker,74,1985-12-24,3.35,4.41,39.0,62.0,5.82,100.0,35.0,0.9,9,4,0,182.88,0,0,5
Askar Askarov,67,1992-10-09,3.05,2.6,54.0,24.0,2.8,66.0,57.0,0.4,14,1,1,167.64000000000001,0,0,5
Yanal Ashmouz,68,1995-03-31,3.08,0.92,42.0,50.0,5.35,50.0,59.0,0.0,7,1,0,175.26,0,0,2
Cesar Arzamendia,,1991-01-31,5.37,7.32,45.0,75.0,5.2,0.0,56.0,2.4,8,3,0,180.34,0,0,2
Antonio Arroyo,73,1989-07-01,2.82,1.14,66.0,41.0,2.02,41.0,50.0,0.2,9,5,0,190.5,0,0,3
Matt Arroyo,72,1982-09-01,1.62,2.12,47.0,36.0,2.01,100.0,58.0,5.3,3,3,0,177.8,0,0,3
Akbarh Arreola,71,1983-01-14,2.32,1.07,45.0,100.0,4.01,33.0,56.0,0.4,23,11,1,177.8,0,0,4
